,PLANNING_A,PLANNING_1,geometry,within
1332,,TAMPINES,"LINESTRING (103.94008076078762 1.3583915789413787, 103.94010797558309 1.3583909166422838, 103.94013937520361 1.35839503642719, 103.94018016345682 1.3584089500430223, 103.94021831662153 1.35843198789159, 103.94024667375228 1.3584576714368237, 103.94032017512833 1.3585324028952073, 103.94045661665483 1.3586317817599969, 103.94050132646056 1.3586708753678127, 103.94066231867525 1.3588333559405146)",TAMPINES EAST
1333,,TAMPINES,"LINESTRING (103.94116972656761 1.3571526229324293, 103.94095668447909 1.3573618287743785, 103.9408922105129 1.3574591736528439, 103.9408521738835 1.3575155914033912, 103.94074372241224 1.3576340704910157, 103.94057605268534 1.3577896527974287, 103.94044495784463 1.3579189924724335, 103.94041924234277 1.3579510388099563, 103.94039867412177 1.3579900096237043, 103.94038935021428 1.3580216880590237, 103.94038590197034 1.3580726761867326)",TAMPINES EAST
1334,,NOVENA,"LINESTRING (103.8259280220728 1.3218168734870601, 103.82586971741381 1.3216045085984647, 103.82585376649796 1.321540389097301)",MALCOLM
1335,,NOVENA,"LINESTRING (103.82642006979678 1.323036558938621, 103.82635350262476 1.322912611961161, 103.82632153056853 1.322818934164602)",MALCOLM
1336,,BUKIT PANJANG,"LINESTRING (103.76309313451256 1.3775934356685773, 103.76311767521702 1.3776006559305736, 103.76326583964638 1.3776418956797205, 103.76336255397588 1.3776705948993901, 103.76339238902436 1.37767944769126, 103.76348358449003 1.3777024465396377)",BUKIT PANJANG
1337,,BUKIT PANJANG,"LINESTRING (103.7651451096221 1.3780954147215974, 103.76521119776426 1.3780986171671672, 103.76535170694083 1.3780900071435247, 103.76546582370045 1.3780649939125778, 103.7655156058675 1.378053148176345, 103.76563640914482 1.378019612406061, 103.7657197221064 1.377988170969405, 103.76575304704917 1.3779714023068865, 103.76581424172282 1.377936987592107, 103.7659434572718 1.3778131124527155, 103.76594435019396 1.377758376775736)",BUKIT PANJANG
1338,,BUKIT PANJANG,"LINESTRING (103.76934435776536 1.3831791146175274, 103.76933962066903 1.3831720224695025, 103.7692442564966 1.382912500078757, 103.76920223472479 1.3827088669980787, 103.76919663720142 1.3823183002333115, 103.76918774336329 1.3821749619748138)",FAJAR
1339,,ANG MO KIO,"LINESTRING (103.85446705535767 1.3588941718389997, 103.85431656161828 1.358782190248609, 103.85409046316474 1.3586386243797024, 103.85401058058505 1.358632882355598)",CHONG BOON
1340,,JURONG WEST,"LINESTRING (103.71688179851137 1.338847895375355, 103.71700399227988 1.338583338059877, 103.71700410101641 1.3385831020264134)",TAMAN JURONG
1341,,JURONG WEST,"LINESTRING (103.7168336137864 1.3389536591868358, 103.71661639007661 1.3394142451988151)",TAMAN JURONG
1342,,JURONG WEST,"LINESTRING (103.72437074076795 1.3384834082558308, 103.7243135109231 1.338601846484734, 103.72427972454508 1.3386770391284672, 103.72423390539365 1.3387565459480355)",JURONG LAKE
1343,,JURONG WEST,"LINESTRING (103.7226798828363 1.3270836744305756, 103.72267768561912 1.3270287568939503, 103.72266600662101 1.326736825307419, 103.722645378213 1.3266633675013184)",TAMAN JURONG
1344,,JURONG WEST,"LINESTRING (103.72104883279202 1.3266712471739286, 103.72108789526696 1.3266382731743689, 103.72110695949713 1.3266264187517682)",TAMAN JURONG
1345,,JURONG WEST,"LINESTRING (103.72087515573972 1.3288844692541568, 103.72076662476873 1.3286280367185406, 103.72066521880784 1.328423178510351, 103.72052286615197 1.3281904468603314, 103.72016720222406 1.3276250716946565, 103.71998104089354 1.3272894965746145, 103.71997469493469 1.3272780560921802)",TAMAN JURONG
1346,,JURONG WEST,"LINESTRING (103.7232625664559 1.3315918954428045, 103.72299953899591 1.3316289037050537, 103.7227097504624 1.3316729340120803)",TAMAN JURONG
1347,,TAMPINES,"LINESTRING (103.9310825762728 1.3533498630339114, 103.9310551795733 1.3533395236572399, 103.93101359237879 1.3532745305763718, 103.93058695517155 1.3524739305447664, 103.93043537060895 1.352186502019685, 103.93028386632835 1.35190594482955, 103.9302728472102 1.3518594474424228, 103.930272846019 1.3518294117344978)",TAMPINES WEST
1348,,TAMPINES,"LINESTRING (103.93013948933098 1.3515762243525924, 103.92928081056122 1.3499718695681546)",TAMPINES WEST
1349,,JURONG WEST,"LINESTRING (103.72491753415876 1.3343696404143792, 103.72491502774606 1.334315854222659)",TAMAN JURONG
1350,,TAMPINES,"LINESTRING (103.95495258372154 1.3609278712739576, 103.95489112400713 1.3609884241611676, 103.95482420223884 1.3610554968718227, 103.95476966033102 1.3611112589985854, 103.95463645574416 1.3612471470864438)",TAMPINES EAST
1351,,TAMPINES,"LINESTRING (103.94320976706352 1.3515865785622887, 103.94336667212606 1.3515859636821905)",TAMPINES EAST
1352,,TAMPINES,"LINESTRING (103.93156087616548 1.3508070504270917, 103.93110905771078 1.3510564685938855)",TAMPINES WEST
1353,,YISHUN,"LINESTRING (103.83773250830555 1.431927593547674, 103.83742713732273 1.4319383913163342, 103.83733346339973 1.4319446044620772, 103.8372905618365 1.4319511566527652)",NORTHLAND
1354,,TAMPINES,"LINESTRING (103.94858345516815 1.3589177645772201, 103.9484619520432 1.3588959671313257, 103.94833607231874 1.3588616480850748, 103.94824145235997 1.3588189386688951, 103.9480510370188 1.3587311766772756, 103.9479794405827 1.358698983886126, 103.94790936728728 1.3586683248188796, 103.94786442941313 1.3586541456537515, 103.94782139658616 1.3586418827411486, 103.94773172717197 1.3586254438952317)",TAMPINES EAST
1355,,YISHUN,"LINESTRING (103.83519480262792 1.4176352910154941, 103.83525057347617 1.4175795749174094, 103.8353678895393 1.4175202250301422)",YISHUN SOUTH
1356,,YISHUN,"LINESTRING (103.83481664165284 1.4177967654678576, 103.83498172938155 1.417712061726635)",YISHUN SOUTH
1357,,YISHUN,"LINESTRING (103.83499427277535 1.417707517288916, 103.83500944543619 1.4176989873174444, 103.83507071209966 1.4176997514595107, 103.83516869415098 1.4176497364413363)",YISHUN SOUTH
1358,,YISHUN,"LINESTRING (103.83537973652409 1.4175143547934386, 103.8355157009778 1.4174463021879509)",YISHUN SOUTH
1359,,YISHUN,"LINESTRING (103.83836540959844 1.4319096559903453, 103.83836258352049 1.4319097563809657, 103.83807558968826 1.4319199853510438, 103.83792805223983 1.4319234394187539)",NORTHLAND
1360,,YISHUN,"LINESTRING (103.83681051296097 1.429445978330003, 103.83682474120782 1.4293959697018908, 103.83682189521109 1.4292948527869844, 103.83680438336071 1.429248148752642)",YISHUN CENTRAL
1361,,YISHUN,"LINESTRING (103.83680576982027 1.4292019411852284, 103.83680226783135 1.4290871891776875)",YISHUN CENTRAL
1362,,DOWNTOWN CORE,"LINESTRING (103.85603102234965 1.2775076571002937, 103.85603646576182 1.2775161616993296, 103.85604467041627 1.2775289773812522, 103.85688780131017 1.2788461310696968, 103.85691110790216 1.2788818351796944)",CENTRAL SUBZONE
1363,,DOWNTOWN CORE,"LINESTRING (103.85781421090466 1.277458937864276, 103.85800444570043 1.2777551245745546, 103.85813364918265 1.277956290245545)",CENTRAL SUBZONE
1364,,SENGKANG,"LINESTRING (103.8842165373066 1.3906138558771237, 103.8843867632567 1.390500911613771)",BUANGKOK
1365,,YISHUN,"LINESTRING (103.83062518598368 1.4348705352413715, 103.83062438982896 1.4348700423621743, 103.83055109776623 1.434824718274, 103.83044428004798 1.4347576405746705, 103.83021755211095 1.434615400130774)",YISHUN WEST
1366,,YISHUN,"LINESTRING (103.83205073033561 1.4195502476266753, 103.83215940943322 1.4193064040451995, 103.83221767041292 1.4191913888814016, 103.83232354852318 1.4190656615469226, 103.8324308266091 1.4189774273268807, 103.8325557511706 1.4189083611008426)",KHATIB
1367,,YISHUN,"LINESTRING (103.8302068399669 1.434609709859159, 103.83015090247261 1.4345746738242062, 103.83004275126635 1.434504996058191)",YISHUN WEST
1368,,YISHUN,"LINESTRING (103.8323310971361 1.4346014757466465, 103.83233308662638 1.4345996227061253, 103.83236918230544 1.4345660084241902, 103.83242927856583 1.4345131176372683, 103.83246897131852 1.4344780238159989, 103.83252418281106 1.4344275802330564, 103.83255495880019 1.434400367937453, 103.8325806792909 1.4343804565686216, 103.83261805006808 1.4343503674931386)",YISHUN WEST
1369,,BUKIT PANJANG,"LINESTRING (103.76594433424836 1.3841631772743739, 103.76606016451201 1.3837046944887759, 103.76611195475859 1.3835457323663185, 103.76616616239107 1.383410650935182)",SAUJANA
1370,,BUKIT PANJANG,"LINESTRING (103.76594411679405 1.38416314651978, 103.76589716996608 1.3843494947120518, 103.76590113062248 1.3844224145625077, 103.7659086907568 1.3844711219907262, 103.7659312012234 1.3844937778459767)",SAUJANA
1371,,BUKIT PANJANG,"LINESTRING (103.76694546641347 1.382418071577521, 103.76723446006604 1.3822403414971436, 103.76752422655512 1.3821567466070694, 103.76778768162428 1.382147660562397)",FAJAR
1372,,TAMPINES,"LINESTRING (103.95255084448068 1.3415621867770928, 103.95234438504814 1.3413853035786416, 103.95232044660125 1.3413674227895551)",SIMEI
1373,,SEMBAWANG,"LINESTRING (103.83079407129588 1.4424185741657363, 103.83074916117643 1.4424032062621372, 103.83070536800153 1.4423996086527857, 103.83066190100625 1.44240598798355, 103.83063176560798 1.4424160978298075)",SEMBAWANG EAST
1374,,CLEMENTI,"LINESTRING (103.76700142186567 1.320265884231041, 103.76696298191901 1.3202285320592855, 103.7667846168366 1.3200554790106183, 103.76652227320285 1.3197797078222606, 103.76629870810018 1.319548964137019, 103.76624539813271 1.3194749404943256)",CLEMENTI NORTH
1375,,CLEMENTI,"LINESTRING (103.76619631271755 1.319417293189329, 103.76614716061256 1.3193335784926186, 103.7660813359692 1.31921353684698, 103.76602650072522 1.3190893191458255, 103.76597994832015 1.3189654986849946, 103.76594490565292 1.3188345214000385, 103.76591886266407 1.3187114331274328)",CLEMENTI NORTH
1376,,YISHUN,"LINESTRING (103.84966276036197 1.4279266845320924, 103.84965246489519 1.4282673023783832, 103.84966806785607 1.4288751324088604)",YISHUN EAST
1377,,YISHUN,"LINESTRING (103.85095379799328 1.4285484051505484, 103.85139554282547 1.4281231788891113, 103.8515876820079 1.4279382250185206, 103.85171250080992 1.4278026318501464, 103.85184524506995 1.4276530806600267, 103.851936382438 1.4274716265597558, 103.85196650780269 1.427255787233768, 103.85193043528872 1.4269910721051322, 103.85194826451202 1.4267996479880087, 103.85197386185918 1.4266949703828242)",YISHUN EAST
1378,,YISHUN,"LINESTRING (103.85247966005792 1.4244791772087992, 103.85232211112478 1.4242769338317136, 103.85204059360933 1.423975023330921)",YISHUN EAST
1379,,YISHUN,"LINESTRING (103.84956890801139 1.4296243948994074, 103.84956146904722 1.4298218609765208)",YISHUN EAST
1380,,YISHUN,"LINESTRING (103.8497959320454 1.423666048378954, 103.84979639562447 1.4235261387686275, 103.84979639545281 1.4235019361836707, 103.84979619680226 1.4234931955086216)",YISHUN EAST
1381,,YISHUN,"LINESTRING (103.84979619680226 1.4234931955086216, 103.84979712768502 1.423358431724958, 103.84979212951953 1.4233296187290403, 103.84979343147303 1.4230614079189265)",YISHUN EAST
1382,,SEMBAWANG,"LINESTRING (103.82116747916987 1.4470585001250784, 103.82114976777588 1.4470565366559118, 103.82108825320675 1.4470589428343426, 103.82096901435692 1.4470648069818806)",SEMBAWANG CENTRAL
1383,,YISHUN,"LINESTRING (103.83655958560479 1.417348940759257, 103.83685443958433 1.417466661378382)",YISHUN SOUTH
1384,,YISHUN,"LINESTRING (103.83830570426251 1.4180559169047835, 103.83844794737803 1.4181142878572344, 103.83854223547675 1.418154071518475)",YISHUN SOUTH
1385,,JURONG EAST,"LINESTRING (103.73859756052188 1.340702198813199, 103.73859247815703 1.340658532339534, 103.73859157560048 1.3405989121562996)",YUHUA
1386,,PASIR RIS,"LINESTRING (103.9498134597186 1.3704629182924182, 103.94992822953927 1.370391272701482, 103.9501473898899 1.3702685336493339)",PASIR RIS TOWN
1387,,PASIR RIS,"LINESTRING (103.96116237074612 1.369178205103642, 103.96136131327827 1.3691538453783607, 103.96150292432985 1.3691435596902715)",PASIR RIS DRIVE
1388,,PASIR RIS,"LINESTRING (103.9618577194352 1.3691283138346788, 103.96195736331681 1.3691264047754903)",PASIR RIS DRIVE
1389,,PASIR RIS,"LINESTRING (103.95982022006986 1.3678527134419445, 103.9598360850548 1.3679018692015865, 103.95996946634871 1.368119719329939, 103.96009478166592 1.3683288228871122, 103.96034296496063 1.3687525512352874, 103.96032984988696 1.3687605555384295, 103.96042330364472 1.3689144802137698, 103.96052867339354 1.369069738182065, 103.96060963738573 1.3692464371592619)",PASIR RIS DRIVE
1390,,DOWNTOWN CORE,"LINESTRING (103.85534993509836 1.2801730696586444, 103.85536225128973 1.2801649990000297, 103.8558410767518 1.2798512371786788, 103.85587332509171 1.27983010640835)",place
1391,,GEYLANG,"LINESTRING (103.889261898295 1.3083356289604926, 103.88941953829847 1.3083635702763714)",ALJUNIED
1392,,TAMPINES,"LINESTRING (103.95734689098589 1.3445921450123817, 103.95755643488012 1.344573425748233, 103.95760543414859 1.3446080187156726, 103.95760995549684 1.344639594295057)",SIMEI
1393,,TAMPINES,"LINESTRING (103.95642885504911 1.3415964913533454, 103.95650277498537 1.3415081142207743)",SIMEI
1394,,TAMPINES,"LINESTRING (103.95609955487616 1.3445261420670522, 103.95610862964146 1.3445305151043554, 103.95617944862587 1.3445656541375113, 103.95624546882972 1.344591245153481, 103.95629524542187 1.344609594856934, 103.95634626354096 1.3446223067012546, 103.95638171316168 1.3446337016781702, 103.95642242180692 1.3446402752318747, 103.95643872985522 1.3446422992717508)",SIMEI
1395,,ANG MO KIO,"LINESTRING (103.84011525121804 1.3695813437321307, 103.84012888881992 1.369581699108426, 103.8406306430748 1.3695183767500971, 103.84066404738705 1.3695064037687823, 103.84068508107262 1.369491148887249, 103.84069230734539 1.3694816358570379, 103.84071780335313 1.3694738501060288, 103.8407288557614 1.3694720666653721)",SHANGRI-LA
1396,,ANG MO KIO,"LINESTRING (103.83744332154913 1.3693274739854844, 103.83758586816882 1.3694087055443913, 103.83767904548938 1.369454989836114, 103.83778225265546 1.369501800445447, 103.83789636487202 1.3695474751478756, 103.83799661123552 1.3695830662102018, 103.83808012440859 1.3696097013821769, 103.83817934728668 1.369635772196, 103.83825481823932 1.3696525669903763, 103.8383623232352 1.369674644106739, 103.83846135649833 1.3696902152398147)",SHANGRI-LA
1397,,ANG MO KIO,"LINESTRING (103.8461129463001 1.3641620671420174, 103.84628512435046 1.3641241046195034, 103.8466413998908 1.364038919684968, 103.84691135988653 1.3639607150728568, 103.84703699567332 1.3639226116793417, 103.84725634739635 1.3638458018476578, 103.84750481348541 1.363747736549344, 103.84752993110938 1.3637393013945358)",TOWNSVILLE
1398,,ANG MO KIO,"LINESTRING (103.85103557047927 1.3615336130804485, 103.85129268051213 1.36133040322051, 103.85142195590736 1.361254756695711, 103.8515852417187 1.3611338012534733, 103.85208841930499 1.3607571902276698, 103.85210870331139 1.360725653981144, 103.85210996206192 1.360707322506772)",TOWNSVILLE
1399,,YISHUN,"LINESTRING (103.83001909038163 1.4344905271076491, 103.82994291924481 1.4344450103660966)",YISHUN WEST
1400,,BUKIT PANJANG,"LINESTRING (103.7723618691043 1.3809929948447763, 103.77237152379142 1.380906451106477, 103.77237493352777 1.3808144475633322, 103.77233957261399 1.3804004126748335)",BANGKIT
1401,,ANG MO KIO,"LINESTRING (103.8456689776096 1.3642396847315814, 103.8456001311766 1.3642535426600562, 103.8454960321143 1.364267813156265)",TOWNSVILLE
1402,,ANG MO KIO,"LINESTRING (103.84096060214222 1.3648304903255917, 103.84094853438006 1.3648345455336701, 103.84094022529001 1.3648259016459825, 103.84092500079436 1.3648100626577426, 103.84090859561039 1.364803958250645, 103.84087979110427 1.3648056504074075, 103.84064139754193 1.3648889521454846)",SHANGRI-LA
1403,,ANG MO KIO,"LINESTRING (103.8395043817828 1.3696579649440077, 103.83965456877499 1.3696401838439622, 103.83975792045281 1.3696103838599278)",SHANGRI-LA
1404,,YISHUN,"LINESTRING (103.8369075716278 1.432241658835367, 103.83690707380816 1.4322426337403216, 103.83687958859197 1.4322964759865826, 103.83684277967492 1.432425044923358, 103.83682186323418 1.4325154478740545, 103.8368214364047 1.4325172918724964)",NORTHLAND
1405,,YISHUN,"LINESTRING (103.8378431072489 1.4319233789961, 103.83774756244947 1.4319267316598485, 103.83774574908686 1.4319267949688383)",NORTHLAND
1406,,YISHUN,"LINESTRING (103.83922907851311 1.4342370422775845, 103.83925184435837 1.4342148916363173, 103.83929176519743 1.434161434588857, 103.839405546805 1.434057485810288)",NORTHLAND
1407,,YISHUN,"LINESTRING (103.82979766585734 1.4309273533052385, 103.82979774853017 1.4309259126538014, 103.82981561933921 1.4306123805996402, 103.82982201735435 1.430593065207157, 103.82983727280914 1.4305712736801013, 103.82985548013355 1.4305559203234561, 103.82987713355703 1.4305450245811258, 103.82990469163879 1.4305336332561032, 103.82993274124141 1.4305286800974943, 103.82996029122046 1.4305274863781634, 103.83000410932989 1.43053031800567)",YISHUN WEST
1408,,SEMBAWANG,"LINESTRING (103.81722999587211 1.4522713784233685, 103.81691972683393 1.4527352948109022, 103.8168218711394 1.4528202662888388, 103.815737718269 1.4533015540295653, 103.81567589954523 1.4533366871653322, 103.81558546004803 1.4534083834932336, 103.81557485018375 1.4534167939907097)",SEMBAWANG NORTH
1409,,SEMBAWANG,"LINESTRING (103.8148984974483 1.4561680470276248, 103.81478272061773 1.4568100474342647, 103.8146038766625 1.4577097981509675, 103.8145912498065 1.4577787042173163, 103.81458220461919 1.457867759533458, 103.81457537369707 1.4579441040383558, 103.81457850753405 1.4580038508425064, 103.81458367644204 1.4580959594089045, 103.81458985111982 1.4581601177238344, 103.81461671630817 1.4583153700389175, 103.8146507250709 1.4584021765625848, 103.81469561109193 1.4585316085433482, 103.81477227054323 1.4587013844447827, 103.81486434093036 1.458888794655545, 103.81488470314784 1.4589086926303207, 103.81491517552509 1.4589336071927705)",SEMBAWANG NORTH
